Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock Symbol
2022-03-30 00:00:00-04:00,2004,2174.040039,2004,2153.600098,293,0,0,ONCO
2022-03-31 00:00:00-04:00,2088,2262,2088,2260,285,0,0,ONCO
2022-04-01 00:00:00-04:00,2149.600098,2476.800049,2149.600098,2476.800049,405,0,0,ONCO
2022-04-04 00:00:00-04:00,2342.800049,2540,2342.800049,2520,660,0,0,ONCO
2022-04-05 00:00:00-04:00,2515.199951,2515.199951,2500.800049,2515.199951,100,0,0,ONCO
2022-04-06 00:00:00-04:00,2512.800049,2512.800049,2277.399902,2360,473,0,0,ONCO
2022-04-07 00:00:00-04:00,2315.199951,2480,396,406.7999878,139595,0,0,ONCO
2022-04-08 00:00:00-04:00,507.2000122,565.5999756,426.1199951,434,267898,0,0,ONCO
2022-04-11 00:00:00-04:00,384,391.6000061,320.3999939,322,47908,0,0,ONCO
2022-04-12 00:00:00-04:00,302.7999878,329.0400085,262,266,34860,0,0,ONCO
2022-04-13 00:00:00-04:00,276,286,240.8000031,247.1999969,35735,0,0,ONCO
2022-04-14 00:00:00-04:00,249.6000061,299.2000122,232,246.3999939,48603,0,0,ONCO
2022-04-18 00:00:00-04:00,247.1999969,251.2799988,219.1999969,242.8000031,20680,0,0,ONCO
2022-04-19 00:00:00-04:00,240,258,231.1999969,244,20715,0,0,ONCO
2022-04-20 00:00:00-04:00,241.1999969,248,225.6000061,228,19595,0,0,ONCO
2022-04-21 00:00:00-04:00,224.8000031,234.8000031,190.3999939,202,34433,0,0,ONCO
2022-04-22 00:00:00-04:00,192.3999939,214.3999939,192,194,18763,0,0,ONCO
2022-04-25 00:00:00-04:00,192,194,180.3999939,183.1999969,8625,0,0,ONCO
2022-04-26 00:00:00-04:00,181.1999969,184,161.6000061,166.3999939,16585,0,0,ONCO
2022-04-27 00:00:00-04:00,168,183.6000061,160,162.3999939,31218,0,0,ONCO
2022-04-28 00:00:00-04:00,162.3999939,163.1999969,143.1999969,146.3999939,18695,0,0,ONCO
2022-04-29 00:00:00-04:00,145.1999969,167.6000061,140.3999939,143.6000061,24773,0,0,ONCO
2022-05-02 00:00:00-04:00,143.6000061,148,130.3999939,133.6000061,12905,0,0,ONCO
2022-05-03 00:00:00-04:00,135.1999969,284.7999878,130.3999939,258,883105,0,0,ONCO
2022-05-04 00:00:00-04:00,195.6000061,227.6000061,168,173.6000061,135070,0,0,ONCO
2022-05-05 00:00:00-04:00,170.3999939,191.6000061,144.3999939,147.6000061,40883,0,0,ONCO
2022-05-06 00:00:00-04:00,149.6000061,173.6000061,142.3999939,150.3999939,74218,0,0,ONCO
2022-05-09 00:00:00-04:00,148,257.2000122,145.8800049,216.8000031,889265,0,0,ONCO
2022-05-10 00:00:00-04:00,178.8000031,259.6000061,170.3999939,202.8000031,427190,0,0,ONCO
2022-05-11 00:00:00-04:00,208.8000031,273.6000061,206,240.3999939,646753,0,0,ONCO
2022-05-12 00:00:00-04:00,256.7999878,286,235,268.3999939,517558,0,0,ONCO
2022-05-13 00:00:00-04:00,263.2000122,292,220.8000031,226.3999939,166563,0,0,ONCO
2022-05-16 00:00:00-04:00,209.6000061,226.3999939,162.3999939,164,64783,0,0,ONCO
2022-05-17 00:00:00-04:00,169.1999969,226.8000031,160.8000031,193.1999969,231740,0,0,ONCO
2022-05-18 00:00:00-04:00,198,210,180.3999939,186,58020,0,0,ONCO
2022-05-19 00:00:00-04:00,184.8000031,203.6000061,172.3999939,174,67785,0,0,ONCO
2022-05-20 00:00:00-04:00,175.6000061,186.8000031,164,166.3999939,27228,0,0,ONCO
2022-05-23 00:00:00-04:00,170.8000031,173.1999969,160.8000031,165.6000061,19623,0,0,ONCO
2022-05-24 00:00:00-04:00,166.8000031,177.6000061,152.8000031,164.8000031,27195,0,0,ONCO
2022-05-25 00:00:00-04:00,162,176,161,172,17910,0,0,ONCO
2022-05-26 00:00:00-04:00,172,188.3999939,169.8000031,174,22153,0,0,ONCO
2022-05-27 00:00:00-04:00,170.8000031,175.7599945,162.3999939,165.1999969,11643,0,0,ONCO
2022-05-31 00:00:00-04:00,171.6000061,183.1999969,164.8000031,176.3999939,22783,0,0,ONCO
2022-06-01 00:00:00-04:00,172.8000031,175.6000061,162,162.3999939,11700,0,0,ONCO
2022-06-02 00:00:00-04:00,163.1999969,171.4400024,156,158.3999939,19405,0,0,ONCO
2022-06-03 00:00:00-04:00,159.1999969,163.6000061,152,154,8415,0,0,ONCO
2022-06-06 00:00:00-04:00,154.3999939,157.6000061,143.1999969,146,8540,0,0,ONCO
2022-06-07 00:00:00-04:00,142.3999939,144.3999939,134.8000031,138.8000031,8015,0,0,ONCO
2022-06-08 00:00:00-04:00,140,158.8000031,139.1999969,150.8000031,15063,0,0,ONCO
2022-06-09 00:00:00-04:00,148,148.8000031,133.6000061,134.8000031,8253,0,0,ONCO
2022-06-10 00:00:00-04:00,133.1999969,136,129.1199951,130,4475,0,0,ONCO
2022-06-13 00:00:00-04:00,122,124.8000031,112,112,7063,0,0,ONCO
2022-06-14 00:00:00-04:00,110,116.4000015,104,104,5595,0,0,ONCO
2022-06-15 00:00:00-04:00,103.1999969,120,103.1999969,112,49928,0,0,ONCO
2022-06-16 00:00:00-04:00,107.1999969,109.5999985,98.40000153,98.40000153,14020,0,0,ONCO
2022-06-17 00:00:00-04:00,98.40000153,116,98.40000153,98.40000153,17040,0,0,ONCO
2022-06-21 00:00:00-04:00,101.1999969,105.0400009,94.40000153,94.40000153,9380,0,0,ONCO
2022-06-22 00:00:00-04:00,90.80000305,97.59999847,88,88,9488,0,0,ONCO
2022-06-23 00:00:00-04:00,90,94.80000305,86.40000153,94.40000153,15793,0,0,ONCO
2022-06-24 00:00:00-04:00,95.59999847,102,93.19999695,102,16793,0,0,ONCO
2022-06-27 00:00:00-04:00,106.4000015,106.4000015,98,100.4000015,7690,0,0,ONCO
2022-06-28 00:00:00-04:00,100.8000031,103.5999985,90,92.80000305,7698,0,0,ONCO
2022-06-29 00:00:00-04:00,92,93.48000336,86.80000305,87.40000153,3420,0,0,ONCO
2022-06-30 00:00:00-04:00,87.19999695,87.59999847,82.80000305,85.19999695,4228,0,0,ONCO
2022-07-01 00:00:00-04:00,86,88,82,86,3023,0,0,ONCO
2022-07-05 00:00:00-04:00,85.19999695,94.40000153,81.19999695,94,6138,0,0,ONCO
2022-07-06 00:00:00-04:00,93.19999695,93.59999847,84,84.80000305,4593,0,0,ONCO
2022-07-07 00:00:00-04:00,83.19999695,97.19999695,83.19999695,92,24325,0,0,ONCO
2022-07-08 00:00:00-04:00,90.40000153,93.59999847,86.80000305,88.80000305,5960,0,0,ONCO
2022-07-11 00:00:00-04:00,88.40000153,94.40000153,84.40000153,87.19999695,12605,0,0,ONCO
2022-07-12 00:00:00-04:00,86.80000305,88.80000305,81.59999847,83.59999847,7660,0,0,ONCO
2022-07-13 00:00:00-04:00,81.19999695,84.80000305,79.59999847,81.59999847,6963,0,0,ONCO
2022-07-14 00:00:00-04:00,81.59999847,81.59999847,74,74,8333,0,0,ONCO
2022-07-15 00:00:00-04:00,73.59999847,76.40000153,72,74,3720,0,0,ONCO
2022-07-18 00:00:00-04:00,74,76.40000153,73.59999847,76,3458,0,0,ONCO
2022-07-19 00:00:00-04:00,74.80000305,79.19999695,72.80000305,78,7170,0,0,ONCO
2022-07-20 00:00:00-04:00,76.80000305,94.80000305,76,84.40000153,41913,0,0,ONCO
2022-07-21 00:00:00-04:00,82,86.80000305,78,82,9320,0,0,ONCO
2022-07-22 00:00:00-04:00,82.48000336,82.48000336,73.59999847,76.40000153,4583,0,0,ONCO
2022-07-25 00:00:00-04:00,76.40000153,77.19999695,73.19999695,75.59999847,3628,0,0,ONCO
2022-07-26 00:00:00-04:00,75.59999847,94.80000305,73.19999695,82,42800,0,0,ONCO
2022-07-27 00:00:00-04:00,140,161.6000061,120.8000031,125.5999985,2073868,0,0,ONCO
2022-07-28 00:00:00-04:00,108.4000015,122.0400009,100.4000015,118.8000031,107338,0,0,ONCO
2022-07-29 00:00:00-04:00,122,139.1999969,120.4000015,134,83565,0,0,ONCO
2022-08-01 00:00:00-04:00,130.3999939,131.6000061,102.4000015,106,33348,0,0,ONCO
2022-08-02 00:00:00-04:00,104.4000015,108.8000031,94.80000305,96.40000153,23105,0,0,ONCO
2022-08-03 00:00:00-04:00,99.59999847,106.4000015,97.19999695,102.8000031,16183,0,0,ONCO
2022-08-04 00:00:00-04:00,101.1999969,120,97.59999847,110,27930,0,0,ONCO
2022-08-05 00:00:00-04:00,106,109.5999985,95.63999939,97.59999847,17293,0,0,ONCO
2022-08-08 00:00:00-04:00,96.80000305,107.5999985,92.80000305,102.4000015,14418,0,0,ONCO
2022-08-09 00:00:00-04:00,97.59999847,100.8000031,94.40000153,99.59999847,9135,0,0,ONCO
2022-08-10 00:00:00-04:00,101.1999969,101.1999969,96,98.40000153,3863,0,0,ONCO
2022-08-11 00:00:00-04:00,98.80000305,103.1999969,95.19999695,96,8495,0,0,ONCO
2022-08-12 00:00:00-04:00,95.19999695,98.40000153,94.40000153,95.19999695,4578,0,0,ONCO
2022-08-15 00:00:00-04:00,95.19999695,101.1999969,92.40000153,97.59999847,22498,0,0,ONCO
2022-08-16 00:00:00-04:00,97.59999847,105.5999985,94.80000305,102,23960,0,0,ONCO
2022-08-17 00:00:00-04:00,140,320,139.6000061,305.6000061,3851853,0,0,ONCO
2022-08-18 00:00:00-04:00,205.6000061,251.1999969,165.1999969,171.3999939,573793,0,0,ONCO
2022-08-19 00:00:00-04:00,166.3999939,194.8000031,142.3999939,151.6000061,184825,0,0,ONCO
2022-08-22 00:00:00-04:00,166.8000031,172,138,139.1999969,90510,0,0,ONCO
2022-08-23 00:00:00-04:00,136.3999939,143.1999969,124,130.8000031,42138,0,0,ONCO
2022-08-24 00:00:00-04:00,129.6000061,140.8399963,125.5999985,130,31828,0,0,ONCO
2022-08-25 00:00:00-04:00,128,133.6000061,115.5999985,116.4000015,34598,0,0,ONCO
2022-08-26 00:00:00-04:00,112.8000031,117.5999985,106.4000015,107.5999985,19295,0,0,ONCO
2022-08-29 00:00:00-04:00,104.8000031,117.1999969,104.8000031,114,55045,0,0,ONCO
2022-08-30 00:00:00-04:00,127.5999985,145.6000061,116,133.6000061,361238,0,0,ONCO
2022-08-31 00:00:00-04:00,121.1999969,130,119.1999969,126,29970,0,0,ONCO
2022-09-01 00:00:00-04:00,122.4000015,125.1999969,106.8000031,109.5999985,21413,0,0,ONCO
2022-09-02 00:00:00-04:00,115.5999985,120.8000031,110.8000031,110.8000031,21930,0,0,ONCO
2022-09-06 00:00:00-04:00,108.8000031,111.5999985,102.4000015,109.1999969,16743,0,0,ONCO
2022-09-07 00:00:00-04:00,104.8000031,116.4000015,104,114.8000031,13845,0,0,ONCO
2022-09-08 00:00:00-04:00,113.5999985,115.5599976,109.1999969,112,7503,0,0,ONCO
2022-09-09 00:00:00-04:00,112.8000031,119.1999969,111.1999969,116,9238,0,0,ONCO
2022-09-12 00:00:00-04:00,114,119.5999985,111.5999985,116.4000015,7045,0,0,ONCO
2022-09-13 00:00:00-04:00,112.8000031,113.1999969,108.4000015,109.5999985,12648,0,0,ONCO
2022-09-14 00:00:00-04:00,106.8000031,115.5999985,104.4000015,111.5999985,12415,0,0,ONCO
2022-09-15 00:00:00-04:00,108.8000031,114,108,109.5999985,18000,0,0,ONCO
2022-09-16 00:00:00-04:00,106,109.5599976,100.8000031,106,12825,0,0,ONCO
2022-09-19 00:00:00-04:00,102.8000031,106.4000015,100.8000031,101.1999969,5283,0,0,ONCO
2022-09-20 00:00:00-04:00,102.4000015,103.1999969,86,87.19999695,17183,0,0,ONCO
2022-09-21 00:00:00-04:00,84.40000153,87.19999695,80,80,9045,0,0,ONCO
2022-09-22 00:00:00-04:00,78.40000153,79.19999695,73.51999664,75.19999695,6908,0,0,ONCO
2022-09-23 00:00:00-04:00,74,75.59999847,70.80000305,71.19999695,8588,0,0,ONCO
2022-09-26 00:00:00-04:00,70.40000153,73.19999695,68.80000305,70,5565,0,0,ONCO
2022-09-27 00:00:00-04:00,70.80000305,76,69.59999847,71.19999695,16448,0,0,ONCO
2022-09-28 00:00:00-04:00,70.80000305,75.16000366,70.80000305,73.59999847,7458,0,0,ONCO
2022-09-29 00:00:00-04:00,72.40000153,72.72000122,67.19999695,68.80000305,6458,0,0,ONCO
2022-09-30 00:00:00-04:00,68.40000153,70.40000153,67.59999847,68.40000153,3533,0,0,ONCO
2022-10-03 00:00:00-04:00,71.59999847,71.59999847,66.40000153,68,3633,0,0,ONCO
2022-10-04 00:00:00-04:00,68.40000153,72.80000305,68.40000153,71.59999847,5515,0,0,ONCO
2022-10-05 00:00:00-04:00,70,74.40000153,68.80000305,71.59999847,5028,0,0,ONCO
2022-10-06 00:00:00-04:00,72,84,70,70.80000305,59560,0,0,ONCO
2022-10-07 00:00:00-04:00,70.40000153,70.80000305,64.40000153,68,21428,0,0,ONCO
2022-10-10 00:00:00-04:00,66.80000305,70.40000153,64.80000305,67.59999847,14088,0,0,ONCO
2022-10-11 00:00:00-04:00,67.19999695,72.40000153,60.79999924,63.59999847,54253,0,0,ONCO
2022-10-12 00:00:00-04:00,63.20000076,63.59999847,54.79999924,56.40000153,34473,0,0,ONCO
2022-10-13 00:00:00-04:00,55.59999847,61.59999847,53.59999847,56.79999924,28115,0,0,ONCO
2022-10-14 00:00:00-04:00,56.40000153,57.59999847,50,50.40000153,20313,0,0,ONCO
2022-10-17 00:00:00-04:00,49.59999847,52.79999924,48,52,14783,0,0,ONCO
2022-10-18 00:00:00-04:00,54.79999924,55.20000076,49.20000076,51.59999847,16078,0,0,ONCO
2022-10-19 00:00:00-04:00,49.59999847,51.20000076,49.59999847,51.20000076,7003,0,0,ONCO
2022-10-20 00:00:00-04:00,49.20000076,52,48.79999924,49.59999847,6703,0,0,ONCO
2022-10-21 00:00:00-04:00,49.20000076,52,48.40000153,50,6588,0,0,ONCO
2022-10-24 00:00:00-04:00,50.79999924,50.79999924,46.79999924,46.79999924,6275,0,0,ONCO
2022-10-25 00:00:00-04:00,46,50,44.79999924,49.20000076,6173,0,0,ONCO
2022-10-26 00:00:00-04:00,49.20000076,51.59999847,48.79999924,49.20000076,4200,0,0,ONCO
2022-10-27 00:00:00-04:00,49.20000076,50.79999924,49.04000092,50.40000153,3633,0,0,ONCO
2022-10-28 00:00:00-04:00,50.40000153,51.20000076,48.40000153,48.79999924,4763,0,0,ONCO
2022-10-31 00:00:00-04:00,50,50.40000153,48,49.59999847,3083,0,0,ONCO
2022-11-01 00:00:00-04:00,51.20000076,51.20000076,49,50,2823,0,0,ONCO
2022-11-02 00:00:00-04:00,50.79999924,50.79999924,48.40000153,49.20000076,2605,0,0,ONCO
2022-11-03 00:00:00-04:00,48,49.36000061,47.20000076,47.59999847,3483,0,0,ONCO
2022-11-04 00:00:00-04:00,49.20000076,49.20000076,44.40000153,46,6555,0,0,ONCO
2022-11-07 00:00:00-05:00,46,46,44,45.20000076,2013,0,0,ONCO
2022-11-08 00:00:00-05:00,44.40000153,46,42,42.40000153,5910,0,0,ONCO
2022-11-09 00:00:00-05:00,43.20000076,43.20000076,36.40000153,36.79999924,5913,0,0,ONCO
2022-11-10 00:00:00-05:00,48.40000153,48.40000153,38.43999863,42.79999924,157328,0,0,ONCO
2022-11-11 00:00:00-05:00,42,56.40000153,40.79999924,54.79999924,51483,0,0,ONCO
2022-11-14 00:00:00-05:00,54.40000153,58.79999924,45.59999847,58.40000153,25460,0,0,ONCO
2022-11-15 00:00:00-05:00,56.40000153,58.79999924,52.20000076,54,10040,0,0,ONCO
2022-11-16 00:00:00-05:00,56,56,47.59999847,48.79999924,5815,0,0,ONCO
2022-11-17 00:00:00-05:00,47.59999847,47.59999847,44.40000153,45.59999847,5248,0,0,ONCO
2022-11-18 00:00:00-05:00,45.59999847,47.20000076,44.40000153,45.59999847,2578,0,0,ONCO
2022-11-21 00:00:00-05:00,50,57.20000076,48,51.20000076,142278,0,0,ONCO
2022-11-22 00:00:00-05:00,48.40000153,52.79999924,46,49.20000076,19960,0,0,ONCO
2022-11-23 00:00:00-05:00,49.59999847,51.36000061,46.79999924,49.59999847,7108,0,0,ONCO
2022-11-25 00:00:00-05:00,49.59999847,51.20000076,48.40000153,48.40000153,2315,0,0,ONCO
2022-11-28 00:00:00-05:00,47.20000076,52.40000153,45.63999939,49.20000076,7803,0,0,ONCO
2022-11-29 00:00:00-05:00,49.20000076,50.20000076,46.43999863,48.40000153,4468,0,0,ONCO
2022-11-30 00:00:00-05:00,46.79999924,51.20000076,46.79999924,50.79999924,3395,0,0,ONCO
2022-12-01 00:00:00-05:00,50.79999924,53.59999847,50,51,12798,0,0,ONCO
2022-12-02 00:00:00-05:00,51.59999847,52.79999924,50,52,4380,0,0,ONCO
2022-12-05 00:00:00-05:00,52.40000153,53.59999847,49.20000076,50.40000153,5510,0,0,ONCO
2022-12-06 00:00:00-05:00,52.79999924,52.79999924,44.59999847,46.40000153,8030,0,0,ONCO
2022-12-07 00:00:00-05:00,48.40000153,48.40000153,44.79999924,46,2043,0,0,ONCO
2022-12-08 00:00:00-05:00,48.40000153,48.68000031,46.08000183,46.40000153,3705,0,0,ONCO
2022-12-09 00:00:00-05:00,46,52,46,49.59999847,12098,0,0,ONCO
2022-12-12 00:00:00-05:00,49.59999847,53.59999847,48.52000046,52,11305,0,0,ONCO
2022-12-13 00:00:00-05:00,52,52.68000031,48.40000153,49.59999847,4495,0,0,ONCO
2022-12-14 00:00:00-05:00,48.40000153,50.40000153,47.20000076,47.59999847,2625,0,0,ONCO
2022-12-15 00:00:00-05:00,47.31999969,50,46.04000092,46.79999924,2985,0,0,ONCO
2022-12-16 00:00:00-05:00,47.20000076,47.20000076,42.79999924,43.59999847,4990,0,0,ONCO
2022-12-19 00:00:00-05:00,43.59999847,43.59999847,40.79999924,41.59999847,4265,0,0,ONCO
2022-12-20 00:00:00-05:00,42.40000153,43.59999847,41.59999847,41.59999847,2170,0,0,ONCO
2022-12-21 00:00:00-05:00,41.59999847,43.59999847,39.59999847,42.79999924,2220,0,0,ONCO
2022-12-22 00:00:00-05:00,41.79999924,44,40.79999924,42.79999924,3050,0,0,ONCO
2022-12-23 00:00:00-05:00,43.59999847,44,39.20000076,41.20000076,2690,0,0,ONCO
2022-12-27 00:00:00-05:00,41.20000076,41.20000076,39.40000153,40.40000153,2890,0,0,ONCO
2022-12-28 00:00:00-05:00,39.59999847,42.40000153,37.20000076,40.79999924,3498,0,0,ONCO
2022-12-29 00:00:00-05:00,40,42.79999924,39.95999908,42.79999924,7425,0,0,ONCO
2022-12-30 00:00:00-05:00,41.59999847,44,40.79999924,44,3423,0,0,ONCO
2023-01-03 00:00:00-05:00,44.40000153,46,44.11999893,44.79999924,4060,0,0,ONCO
2023-01-04 00:00:00-05:00,44.79999924,46,44.75999832,46,2928,0,0,ONCO
2023-01-05 00:00:00-05:00,44.79999924,48,44.79999924,46.79999924,3578,0,0,ONCO
2023-01-06 00:00:00-05:00,45.59999847,47.59999847,44.84000015,46.40000153,2068,0,0,ONCO
2023-01-09 00:00:00-05:00,46.40000153,48,45.59999847,45.79999924,3598,0,0,ONCO
2023-01-10 00:00:00-05:00,45.59999847,51.20000076,45.20000076,50.40000153,11275,0,0,ONCO
2023-01-11 00:00:00-05:00,50.40000153,52.79999924,50,51.59999847,9508,0,0,ONCO
2023-01-12 00:00:00-05:00,50.40000153,51.20000076,48,49.59999847,4260,0,0,ONCO
2023-01-13 00:00:00-05:00,50,50,48,50,2020,0,0,ONCO
2023-01-17 00:00:00-05:00,48.79999924,50,46.40000153,47.20000076,5728,0,0,ONCO
2023-01-18 00:00:00-05:00,47.20000076,48.79999924,46,48.40000153,3913,0,0,ONCO
2023-01-19 00:00:00-05:00,46.79999924,51.20000076,46.79999924,50,6483,0,0,ONCO
2023-01-20 00:00:00-05:00,50,54.79999924,49.20000076,54.79999924,14930,0,0,ONCO
2023-01-23 00:00:00-05:00,53.59999847,54.79999924,52.40000153,53.20000076,5625,0,0,ONCO
2023-01-24 00:00:00-05:00,53.20000076,53.20000076,51.59999847,52,2958,0,0,ONCO
2023-01-25 00:00:00-05:00,52,54.40000153,51.20000076,52.40000153,2948,0,0,ONCO
2023-01-26 00:00:00-05:00,54.79999924,54.79999924,50.79999924,51.20000076,2943,0,0,ONCO
2023-01-27 00:00:00-05:00,53.20000076,53.20000076,50.40000153,51.59999847,2753,0,0,ONCO
2023-01-30 00:00:00-05:00,52.79999924,52.79999924,50.40000153,51.59999847,3308,0,0,ONCO
2023-01-31 00:00:00-05:00,51.59999847,52.40000153,47.20000076,49.20000076,5463,0,0,ONCO
2023-02-01 00:00:00-05:00,48,52,46.95999908,50,20538,0,0,ONCO
2023-02-02 00:00:00-05:00,50.79999924,50.79999924,49.20000076,50,5905,0,0,ONCO
2023-02-03 00:00:00-05:00,50.40000153,50.79999924,49.20000076,49.59999847,2090,0,0,ONCO
2023-02-06 00:00:00-05:00,49.20000076,51.20000076,49.20000076,50.40000153,2925,0,0,ONCO
2023-02-07 00:00:00-05:00,50.40000153,50.79999924,48,49.20000076,2785,0,0,ONCO
2023-02-08 00:00:00-05:00,48,48.79999924,47.59999847,48,3350,0,0,ONCO
2023-02-09 00:00:00-05:00,48.40000153,48.75999832,46.40000153,47.20000076,3888,0,0,ONCO
2023-02-10 00:00:00-05:00,46.79999924,46.79999924,44,46,2790,0,0,ONCO
2023-02-13 00:00:00-05:00,46.40000153,46.79999924,44.40000153,46.79999924,2548,0,0,ONCO
2023-02-14 00:00:00-05:00,56.79999924,78,55.20000076,62.40000153,2258163,0,0,ONCO
2023-02-15 00:00:00-05:00,57.20000076,57.20000076,50.40000153,52,76940,0,0,ONCO
2023-02-16 00:00:00-05:00,49.20000076,53.20000076,49.20000076,53.20000076,24455,0,0,ONCO
2023-02-17 00:00:00-05:00,53.20000076,53.20000076,47.59999847,49.59999847,17673,0,0,ONCO
2023-02-21 00:00:00-05:00,48,48.40000153,46.40000153,47.20000076,9108,0,0,ONCO
2023-02-22 00:00:00-05:00,46.40000153,46.79999924,45.59999847,45.59999847,8345,0,0,ONCO
2023-02-23 00:00:00-05:00,47.20000076,49.59999847,45.59999847,47.59999847,14585,0,0,ONCO
2023-02-24 00:00:00-05:00,46,47.20000076,44.88000107,45.59999847,8750,0,0,ONCO
2023-02-27 00:00:00-05:00,45.59999847,46.40000153,44.79999924,45.59999847,4158,0,0,ONCO
2023-02-28 00:00:00-05:00,44.79999924,47.11999893,44.79999924,46.79999924,2948,0,0,ONCO
2023-03-01 00:00:00-05:00,48,48,45.20000076,45.59999847,4543,0,0,ONCO
2023-03-02 00:00:00-05:00,45.20000076,46.72000122,44.79999924,44.79999924,3165,0,0,ONCO
2023-03-03 00:00:00-05:00,45.20000076,46,44.40000153,46,3640,0,0,ONCO
2023-03-06 00:00:00-05:00,45.59999847,46.40000153,44.79999924,46.40000153,2920,0,0,ONCO
2023-03-07 00:00:00-05:00,45.20000076,46,44.79999924,44.79999924,3790,0,0,ONCO
2023-03-08 00:00:00-05:00,45.20000076,45.95999908,44.79999924,45.59999847,2180,0,0,ONCO
2023-03-09 00:00:00-05:00,46,46.40000153,43,46,6885,0,0,ONCO
2023-03-10 00:00:00-05:00,45.59999847,45.59999847,42,42.75999832,6110,0,0,ONCO
2023-03-13 00:00:00-04:00,42,43.20000076,41.20000076,42,4475,0,0,ONCO
2023-03-14 00:00:00-04:00,42.40000153,43.20000076,42,42.79999924,1668,0,0,ONCO
2023-03-15 00:00:00-04:00,42,43.20000076,41.59999847,42.79999924,1543,0,0,ONCO
2023-03-16 00:00:00-04:00,42.20000076,44,42,43.59999847,2263,0,0,ONCO
2023-03-17 00:00:00-04:00,42.79999924,43.59999847,41.59999847,42,4183,0,0,ONCO
2023-03-20 00:00:00-04:00,42.24000168,43.08000183,40.79999924,41.59999847,1093,0,0,ONCO
2023-03-21 00:00:00-04:00,40.88000107,46.79999924,40.40000153,42,12085,0,0,ONCO
2023-03-22 00:00:00-04:00,42.40000153,43.59999847,40,41.40000153,4323,0,0,ONCO
2023-03-23 00:00:00-04:00,41.59999847,42.40000153,40.40000153,40.79999924,1903,0,0,ONCO
2023-03-24 00:00:00-04:00,40.79999924,42,40.40000153,41.20000076,1155,0,0,ONCO
2023-03-27 00:00:00-04:00,41.20000076,42,40.40000153,41.20000076,1290,0,0,ONCO
2023-03-28 00:00:00-04:00,40.79999924,42,40,40.40000153,3053,0,0,ONCO
2023-03-29 00:00:00-04:00,40.40000153,42,40.40000153,40.79999924,2015,0,0,ONCO
2023-03-30 00:00:00-04:00,39.40000153,41.59999847,39.40000153,41.11999893,1730,0,0,ONCO
2023-03-31 00:00:00-04:00,40.40000153,44,40.40000153,42.79999924,3965,0,0,ONCO
2023-04-03 00:00:00-04:00,42,44,42,42.79999924,960,0,0,ONCO
2023-04-04 00:00:00-04:00,42,43.59999847,40.79999924,41.20000076,1040,0,0,ONCO
2023-04-05 00:00:00-04:00,40.79999924,42.75999832,40.79999924,41.20000076,1853,0,0,ONCO
2023-04-06 00:00:00-04:00,40.79999924,42,40.79999924,42,593,0,0,ONCO
